Id,Type,Question,Answer,Reference,Book,Chapter,Verse,StartVerse
1975,G,What came loose?,Everyone's chains,Acts 16:26,Acts,16,26,26
1976,G,Whose chains came loose?,Everyone's,Acts 16:26,Acts,16,26,26
1977,X,"In Acts, chapter 16, who woke up?",The jailer,Acts 16:27,Acts,16,27,27
1978,A,"According to Acts, chapter 16, verse 27, who saw the prison doors open?",The jailer,Acts 16:27,Acts,16,27,27
1979,A,"According to Acts, chapter 16, verse 27, who woke up?",The jailer,Acts 16:27,Acts,16,27,27
1980,G,Whom did the jailer think had escaped?,The prisoners,Acts 16:27,Acts,16,27,27
1981,G,Who drew his sword and was about to kill himself?,The jailer,Acts 16:27,Acts,16,27,27
1982,G,Who thought the prisoners had escaped?,The jailer,Acts 16:27,Acts,16,27,27
1983,S,"Situation question: who said it, and to whom: ""Don't harm yourself! We are all here!""?",Paul said it to the jailer,Acts 16:28,Acts,16,28,28
1984,G,"Who shouted, ""Don't harm yourself! We are all here!""?",Paul,Acts 16:28,Acts,16,28,28
1985,G,For what did the jailer call?,Lights,Acts 16:29,Acts,16,29,29
1986,G,Who fell trembling before Paul and Silas?,The jailer,Acts 16:29,Acts,16,29,29
1987,G,"Who called for lights, rushed in and fell trembling before Paul and Silas?",The jailer,Acts 16:29,Acts,16,29,29
1988,G,Who rushed in and fell trembling before Paul and Silas?,The jailer,Acts 16:29,Acts,16,29,29
1989,G,How did the jailer fall before Paul and Silas?,Trembling,Acts 16:29,Acts,16,29,29
1990,S,"Situation question: who said it, and to whom: ""Sirs, what must I do to be saved?""",The jailer said it to Paul and Silas,Acts 16:30,Acts,16,30,30
1991,G,"Who brought Paul and Silas out and asked, ""Sirs, what must I do to be saved?""",The jailer,Acts 16:30,Acts,16,30,30
1992,G,"Who asked, ""Sirs, what must I do to be saved?""",The jailer,Acts 16:30,Acts,16,30,30
1993,R,"Finish these verses and give the reference: ""They replied, ""Believe in the...""","""...Lord Jesus, and you will be savedyou and your household."" Then they spoke the word of the Lord to him and to all the others in his house.""",Acts 16:31-32,Acts,16,31-32,31
1994,S,"Situation question: who said it, and to whom: ""Believe in the Lord Jesus, and you will be savedyou and your household.""?",Paul and Silas said it to the jailer,Acts 16:31,Acts,16,31,31
1995,A,"According to Acts, chapter 16, verse 31, what will you be?",Saved,Acts 16:31,Acts,16,31,31
1996,A,"According to Acts, chapter 16, verse 33, who took them?",The jailer,Acts 16:33,Acts,16,33,33
1997,G,Who washed Paul and Silas' wounds?,The jailer,Acts 16:33,Acts,16,33,33
1998,G,Who took Paul and Silas and washed their wounds?,The jailer,Acts 16:33,Acts,16,33,33
1999,V,"Finish this verse: ""The jailer brought them into...""","""...his house and set a meal before them; he was filled with joy because he had come to believe in God - he and his whole household.""",Acts 16:34,Acts,16,34,34
2000,A,"According to Acts, chapter 16, verse 34, into what did the jailer bring them?",His house,Acts 16:34,Acts,16,34,34
2001,A,"According to Acts, chapter 16, verse 34, who was filled with joy?",The jailer,Acts 16:34,Acts,16,34,34
2002,G,In whom had the jailer's whole household come to believe?,God,Acts 16:34,Acts,16,34,34
2003,G,In whom had the jailer come to believe?,God,Acts 16:34,Acts,16,34,34
2004,G,With what was the jailer filled?,Joy,Acts 16:34,Acts,16,34,34
2005,S,"Situation question: who said it, and to whom: ""The magistrates have ordered that you and Silas be released. Now you can leave. Go in peace.""?",The jailer said it to Paul,Acts 16:36,Acts,16,36,36
2006,A,"According to Acts, chapter 16, verse 36, how should you go?",In peace,Acts 16:36,Acts,16,36,36
2007,A,"According to Acts, chapter 16, verse 36, what can you now do?",Leave,Acts 16:36,Acts,16,36,36
2008,G,"Whom did the jailer tell, ""The magistrates have ordered that you and Silas be released. Now you can leave. Go in peace.""?",Paul,Acts 16:36,Acts,16,36,36
2009,S,"Situation question: who said it, and to whom: ""They beat us publicly without a trial, even though we are Roman citizens, and threw us into prison. And now do they want to get rid of us quietly? No! Let them come themselves and escort us out.""?",Paul said it to the officers,Acts 16:37,Acts,16,37,37
2010,X,"In Acts, chapter 16, whom did the magistrates want to get rid of quietly?",Paul and Silas,Acts 16:37,Acts,16,37,37
2011,X,Who wanted to get rid of Paul and Silas quietly?,The magistrates,Acts 16:37,Acts,16,37,37
2012,A,"According to Acts, chapter 16, verse 37, into what did they throw us?",Prison,Acts 16:37,Acts,16,37,37
2013,A,"According to Acts, chapter 16, verse 37, what are we?",Roman citizens,Acts 16:37,Acts,16,37,37
2014,G,"Who said to the officers: ""They beat us publicly without a trial, even though we are Roman citizens, and threw us into prison. And now do they want to get rid of us quietly? No! Let them come themselves and escort us out.""?",Paul,Acts 16:37,Acts,16,37,37
2015,X,"In Acts, chapter 16, who were Roman citizens?",Paul and Silas,Acts 16:38,Acts,16,38,38
2016,X,"In Acts, chapter 16, who were alarmed?",The magistrates,Acts 16:38,Acts,16,38,38
2017,A,"According to Acts, chapter 16, verse 38, what were Paul and Silas?",Roman citizens,Acts 16:38,Acts,16,38,38
2018,A,"According to Acts, chapter 16, verse 38, to whom did the officers report this?",The magistrates,Acts 16:38,Acts,16,38,38
2019,A,"According to Acts, chapter 16, verse 38, who were alarmed?",The magistrates,Acts 16:38,Acts,16,38,38
2020,A,"According to Acts, chapter 16, verse 39, from what did they escort them?",The prison,Acts 16:39,Acts,16,39,39
2021,A,"According to Acts, chapter 16, verse 40, to where did Paul and Silas go?",Lydia's house,Acts 16:40,Acts,16,40,40
2022,A,"According to Acts, chapter 17, verse 1, where was a Jewish synagogue?",In Thessalonica,Acts 17:1,Acts,17,1,1
2023,A,"According to Acts, chapter 17, verse 1, to where did Paul and his companions come?",Thessalonica,Acts 17:1,Acts,17,1,1
2024,A,"According to Acts, chapter 17, verse 2, who went into the synagogue?",Paul,Acts 17:2,Acts,17,2,2
2025,G,From what did Paul reason with them?,The Scriptures,Acts 17:2,Acts,17,2,2
2026,G,Who reasoned with them from the Scriptures?,Paul,Acts 17:2,Acts,17,2,2
2027,A,"According to Acts, chapter 17, verse 3, who is this Jesus I am proclaiming to you?",The Messiah,Acts 17:3,Acts,17,3,3
2028,G,Who had to suffer and rise from the dead?,The Messiah,Acts 17:3,Acts,17,3,3
2029,G,From what did the Messiah have to rise?,The dead,Acts 17:3,Acts,17,3,3
2030,G,"Who said, ""This Jesus I am proclaiming to you is the Messiah.""?",Paul,Acts 17:3,Acts,17,3,3
2031,G,Who was explaining and proving that the Messiah had to suffer and rise from the dead?,Paul,Acts 17:3,Acts,17,3,3
2032,G,Whom did quite a few prominent women join?,Paul and Silas,Acts 17:4,Acts,17,4,4
2033,G,Whom did a large number of God-fearing Greeks join?,Paul and Silas,Acts 17:4,Acts,17,4,4
2034,X,"In Acts, chapter 17, where did a mob start a riot?",In the city of Thessalonica,Acts 17:5,Acts,17,5,5
2035,A,"According to Acts, chapter 17, verse 5, what did they form?",A mob,Acts 17:5,Acts,17,5,5
2036,A,"According to Acts, chapter 17, verse 5, what did they start in the city?",A riot,Acts 17:5,Acts,17,5,5
2037,A,"According to Acts, chapter 17, verse 5, what were other Jews?",Jealous,Acts 17:5,Acts,17,5,5
2038,A,"According to Acts, chapter 17, verse 5, who were jealous?",Other Jews,Acts 17:5,Acts,17,5,5
2039,G,What did a mob start in the city?,A riot,Acts 17:5,Acts,17,5,5
2040,G,To whose house did a mob rush in search of Paul and Silas?,Jason's,Acts 17:5,Acts,17,5,5
2041,G,In search of whom did a mob rush to Jason's house?,Paul and Silas,Acts 17:5,Acts,17,5,5
2042,X,Where did a mob say Paul and Silas had caused trouble?,All over the world,Acts 17:6,Acts,17,6,6
2043,X,"In Acts, chapter 17, whom did a mob say had caused trouble all over the world?",Paul and Silas,Acts 17:6,Acts,17,6,6
2044,G,Before whom did they drag Jason and some other believers?,The city officials,Acts 17:6,Acts,17,6,6
2045,A,"According to Acts, chapter 17, verse 7, what are they all defying?",Caesar's decrees,Acts 17:7,Acts,17,7,7
2046,A,"According to Acts, chapter 17, verse 7, who has welcomed them into his house?",Jason,Acts 17:7,Acts,17,7,7
2047,G,Whose decrees are they all defying?,Caesar's,Acts 17:7,Acts,17,7,7
2048,G,Into what has Jason welcomed Paul and Silas?,His house,Acts 17:7,Acts,17,7,7
2049,A,"According to Acts, chapter 17, verse 8, into what were the crowd and the city officials thrown?",Turmoil,Acts 17:8,Acts,17,8,8
2050,G,What did they make Jason and the others post?,Bond,Acts 17:9,Acts,17,9,9
2051,A,"According to Acts, chapter 17, verse 10, to where did the believers send Paul and Silas away?",Berea,Acts 17:10,Acts,17,10,10
2052,G,Who sent Paul and Silas away to Berea?,The believers,Acts 17:10,Acts,17,10,10
2053,R,"Finish this verse and give the reference: ""Now the Berean Jews were...""","""...of more noble character than those in Thessalonica, for they received the message with great eagerness and examined the Scriptures every day to see if what Paul said was true.""",Acts 17:11,Acts,17,11,11
2054,V,"Finish this verse: ""Now the Berean Jews were...""","""...of more noble character than those in Thessalonica, for they received the message with great eagerness and examined the Scriptures every day to see if what Paul said was true.""",Acts 17:11,Acts,17,11,11
2055,G,When did the Berean Jews examine the Scriptures?,Every day,Acts 17:11,Acts,17,11,11
2056,G,What did the Berean Jews examine every day?,The Scriptures,Acts 17:11,Acts,17,11,11
2057,G,What did the Berean Jews receive with great eagerness?,The message,Acts 17:11,Acts,17,11,11
2058,A,"According to Acts, chapter 17, verse 12, what did a number of prominent Greek women and many Greek men do?",Believed,Acts 17:12,Acts,17,12,12
2059,G,Where did some of the Jews in Thessalonica go too?,Berea,Acts 17:13,Acts,17,13,13
2060,A,"According to Acts, chapter 17, verse 13, who was preaching the word of God?",Paul,Acts 17:13,Acts,17,13,13
2061,A,"According to Acts, chapter 17, verse 13, where was Paul preaching the word of God?",At Berea,Acts 17:13,Acts,17,13,13
2062,G,Whom were some of the Jews in Thessalonica stirring up?,The crowds,Acts 17:13,Acts,17,13,13
2063,G,Whom were some of the Jews in Thessalonica agitating?,The crowds,Acts 17:13,Acts,17,13,13
2064,A,"According to Acts, chapter 17, verse 14, where did Silas and Timothy stay?",At Berea,Acts 17:14,Acts,17,14,14
2065,G,Who immediately sent Paul to the coast?,The believers,Acts 17:14,Acts,17,14,14
2066,A,"According to Acts, chapter 17, verse 14, whom did the believers immediately send to the coast?",Paul,Acts 17:14,Acts,17,14,14
2067,A,"According to Acts, chapter 17, verse 14, to where did believers immediately send Paul?",The coast,Acts 17:14,Acts,17,14,14
2068,A,"According to Acts, chapter 17, verse 15, to where did those who escorted Paul bring him?",Athens,Acts 17:15,Acts,17,15,15
2069,X,What city was full of idols?,Athens,Acts 17:16,Acts,17,16,16
2070,A,"According to Acts, chapter 17, verse 16, where was Paul waiting for them?",In Athens,Acts 17:16,Acts,17,16,16
2071,G,Where was Paul waiting for Silas and Timothy?,In Athens,Acts 17:16,Acts,17,16,16
2072,A,"According to Acts, chapter 17, verse 16, who was waiting for them?",Paul,Acts 17:16,Acts,17,16,16
2073,A,"According to Acts, chapter 17, verse 16, who was greatly distressed?",Paul,Acts 17:16,Acts,17,16,16
2074,G,Who was greatly distressed to see that the city was full of idols?,Paul,Acts 17:16,Acts,17,16,16
2075,G,Who reasoned in the marketplace day by day with those who happened to be there?,Paul,Acts 17:17,Acts,17,17,17
2076,X,"Two-part answer: in Acts, chapter 17, which philosophers began to debate with Paul?",1) Epicurean; 2) Stoic,Acts 17:18,Acts,17,18,18
2077,X,"In Acts, chapter 17, what did others remark that Paul seemed to be advocating?",Foreign gods,Acts 17:18,Acts,17,18,18
2078,G,With whom did a group of Epicurean and Stoic philosophers begin to debate?,Paul,Acts 17:18,Acts,17,18,18
2079,A,"According to Acts, chapter 17, verse 18, who was preaching the good news about Jesus and the resurrection?",Paul,Acts 17:18,Acts,17,18,18
2080,G,What does Paul seem to be advocating to others?,Foreign gods,Acts 17:18,Acts,17,18,18
2081,S,"Situation question: who said it, to whom, and where: ""May we know what this new teaching is that you are presenting?""","A group of Epicurean and Stoic philosophers said it to Paul, at a meeting of the Areopagus",Acts 17:19,Acts,17,19,19
2082,G,Whom did they bring to a meeting of the Areopagus?,Paul,Acts 17:19,Acts,17,19,19
2083,G,"To whom did they say, ""May we know what this new teaching is that you are presenting?""",Paul,Acts 17:19,Acts,17,19,19
2084,X,"In Acts, chapter 17, whom did they say was bringing some strange ideas to their ears?",Paul,Acts 17:20,Acts,17,20,20
2085,S,"Situation question: who said it, and where: ""People of Athens! I see that in every way you are very religious.""?","Paul said it, in the meeting of the Areopagus",Acts 17:22,Acts,17,22,22
2086,A,"According to Acts, chapter 17, verse 22, who then stood up?",Paul,Acts 17:22,Acts,17,22,22
2087,A,"According to Acts, chapter 17, verse 22, what are you people of Athens in every way?",Very religious,Acts 17:22,Acts,17,22,22
2088,G,"Who said: ""People of Athens! I see that in every way you are very religious.""?",Paul,Acts 17:22,Acts,17,22,22
2089,G,"Who then stood up in the meeting of the Areopagus and said: ""People of Athens! I see that in every way you are very religious.""?",Paul,Acts 17:22,Acts,17,22,22
2090,G,Who walked around and looked carefully at their objects of worship?,Paul,Acts 17:23,Acts,17,23,23
2091,G,Who even found an altar with this inscription: TO AN UNKNOWN GOD?,Paul,Acts 17:23,Acts,17,23,23
2092,Q,"Quote Acts, chapter 17, verse 24.","""""The God who made the world and everything in it is the Lord of heaven and earth and does not live in temples built by human hands.""",Acts 17:24,Acts,17,24,24
2093,A,"According to Acts, chapter 17, verse 25, by what is he not served?",Human hands,Acts 17:25,Acts,17,25,25
2094,G,Whom does God himself give life and breath and everything else?,Everyone,Acts 17:25,Acts,17,25,25
2095,R,"Finish these verses and give the reference: ""From one man he made...""","""...all the nations, that they should inhabit the whole earth; and he marked out their appointed times in history and the boundaries of their lands. God did this so that they would seek him and perhaps reach out for him and find him, though he is not far from any one of us.""",Acts 17:26-27,Acts,17,26-27,26
2096,G,From whom did God make all the nations?,One man,Acts 17:26,Acts,17,26,26
2097,G,Who did this so that they would seek him and perhaps reach out for him and find him?,God,Acts 17:27,Acts,17,27,27
2098,G,Who is not far from any one of us?,God,Acts 17:27,Acts,17,27,27
2099,A,"According to Acts, chapter 17, verse 28, what do we have in him?",Our being,Acts 17:28,Acts,17,28,28
2100,G,In whom do we live and move and have our being?,God,Acts 17:28,Acts,17,28,28
2101,A,"According to Acts, chapter 17, verse 29, what are we?",God's offspring,Acts 17:29,Acts,17,29,29
2102,G,Whose offspring are we?,God's,Acts 17:29,Acts,17,29,29
2103,A,"According to Acts, chapter 17, verse 30, what does God now command all people everywhere?",To repent,Acts 17:30,Acts,17,30,30
2104,G,Who now commands all people everywhere to repent?,God,Acts 17:30,Acts,17,30,30
2105,G,Who overlooked such ignorance in the past?,God,Acts 17:30,Acts,17,30,30
2106,G,What did God overlook in the past?,Such ignorance,Acts 17:30,Acts,17,30,30
2107,A,"According to Acts, chapter 17, verse 31, whom will he judge?",The world,Acts 17:31,Acts,17,31,31
2108,G,To whom has God given proof of this by raising him from the dead?,Everyone,Acts 17:31,Acts,17,31,31
2109,G,Who has given proof of this to everyone by raising him from the dead?,God,Acts 17:31,Acts,17,31,31
2110,G,Who will judge the world with justice by the man he has appointed?,God,Acts 17:31,Acts,17,31,31
