Set Title,Set Number,Question Number,Type,Question,Answer,Reference,Book,Chapter,Verse,Begin Verse
"Set #1  all questions",1,1779,"G","Through what must we go to enter the kingdom of God?","Many hardships","Acts 14:22",Acts,14,"22",22,
"Set #1  all questions",1,1780,"R","Finish this verse and give the reference: ""Paul and Barnabas appointed elders...""","""...for them in each church and, with prayer and fasting, committed them to the Lord, in whom they had put their trust.""","Acts 14:23",Acts,14,"23",23,
"Set #1  all questions",1,1781,"A","According to Acts, chapter 14, verse 23, to whom did Paul and Barnabas commit elders?","The Lord","Acts 14:23",Acts,14,"23",23,
"Set #1  all questions",1,1782,"A","According to Acts, chapter 14, verse 23, in whom had they put their trust?","The Lord","Acts 14:23",Acts,14,"23",23,
"Set #1  all questions",1,1783,"A","According to Acts, chapter 14, verse 23, what had they put in the Lord?","Their trust","Acts 14:23",Acts,14,"23",23,
"Set #1  all questions",1,1784,"G","Whom did Paul and Barnabas commit to the Lord?","Elders","Acts 14:23",Acts,14,"23",23,
"Set #1  all questions",1,1785,"G","Whom did Paul and Barnabas appoint for them in each church?","Elders","Acts 14:23",Acts,14,"23",23,
"Set #1  all questions",1,1786,"A","According to Acts, chapter 14, verse 24, into where did they come?","Pamphylia","Acts 14:24",Acts,14,"24",24,
"Set #1  all questions",1,1787,"A","According to Acts, chapter 14, verse 24, through where did they go?","Pisidia","Acts 14:24",Acts,14,"24",24,
"Set #1  all questions",1,1788,"A","According to Acts, chapter 14, verse 25, to where did they go down?","Attalia","Acts 14:25",Acts,14,"25",25,
"Set #1  all questions",1,1789,"A","According to Acts, chapter 14, verse 26, to where did they sail back?","Antioch","Acts 14:26",Acts,14,"26",26,
"Set #1  all questions",1,1790,"G","From where did Paul and Barnabas sail back to Antioch?","Attalia","Acts 14:26",Acts,14,"26",26,
"Set #1  all questions",1,1791,"G","To where did Paul and Barnabas sail back from Attalia?","Antioch","Acts 14:26",Acts,14,"26",26,
"Set #1  all questions",1,1792,"G","Who had opened a door of faith to the Gentiles?","God","Acts 14:27",Acts,14,"27",27,
"Set #1  all questions",1,1793,"G","To whom had God opened a door of faith?","The Gentiles","Acts 14:27",Acts,14,"27",27,
"Set #1  all questions",1,1794,"G","Where did Paul and Barnabas stay a long time with the disciples?","In Antioch","Acts 14:28",Acts,14,"28",28,
"Set #1  all questions",1,1795,"A","According to Acts, chapter 15, verse 1, who came down from Judea to Antioch?","Certain people","Acts 15:1",Acts,15,"1",1,
"Set #1  all questions",1,1796,"A","According to Acts, chapter 15, verse 1, from where did certain people come to Antioch?","Judea","Acts 15:1",Acts,15,"1",1,
"Set #1  all questions",1,1797,"G","Whom were certain people teaching: ""Unless you are circumcised, according to the custom taught by Moses, you cannot be saved.""?","The believers","Acts 15:1",Acts,15,"1",1,
"Set #1  all questions",1,1798,"A","According to Acts, chapter 15, verse 2, along with whom were Paul and Barnabas appointed to go to Jerusalem?","Some other believers","Acts 15:2",Acts,15,"2",2,
"Set #1  all questions",1,1799,"G","About what were Paul and Barnabas, along with some other believers, appointed to go up to Jerusalem to see the apostles and elders?","This question","Acts 15:2",Acts,15,"2",2,
"Set #1  all questions",1,1800,"G","Who were brought into sharp dispute and debate with them?","Paul and Barnabas","Acts 15:2",Acts,15,"2",2,
"Set #1  all questions",1,1801,"A","According to Acts, chapter 15, verse 3, whom did this news make very glad?","All the believers","Acts 15:3",Acts,15,"3",3,
"Set #1  all questions",1,1802,"A","According to Acts, chapter 15, verse 3, through where did they travel?","Phoenicia and Samaria","Acts 15:3",Acts,15,"3",3,
"Set #1  all questions",1,1803,"A","According to Acts, chapter 15, verse 3, who had been converted?","The Gentiles","Acts 15:3",Acts,15,"3",3,
"Set #1  all questions",1,1804,"A","According to Acts, chapter 15, verse 3, who sent them on their way?","The church","Acts 15:3",Acts,15,"3",3,
"Set #1  all questions",1,1805,"A","According to Acts, chapter 15, verse 3, what did this news make all the believers?","Very glad","Acts 15:3",Acts,15,"3",3,
"Set #1  all questions",1,1806,"A","According to Acts, chapter 15, verse 4, to where did they come?","Jerusalem","Acts 15:4",Acts,15,"4",4,
"Set #1  all questions",1,1807,"S","Situation question: who said it, and to whom: ""Brothers, you know that some time ago God made a choice among you that the Gentiles might hear from my lips the message of the gospel and believe.""?","Peter said it to the apostles and elders","Acts 15:6-7",Acts,15,"6-7",6,
"Set #1  all questions",1,1808,"X","In Acts, chapter 15, whom did Peter address?","The apostles and elders","Acts 15:6-7",Acts,15,"6-7",6,
"Set #1  all questions",1,1809,"X","In Acts, chapter 15, who heard the message of the gospel from Peter's lips?","The Gentiles","Acts 15:7",Acts,15,"7",7,
"Set #1  all questions",1,1810,"A","According to Acts, chapter 15, verse 7, when did Peter get up and address them?","After much discussion","Acts 15:7",Acts,15,"7",7,
"Set #1  all questions",1,1811,"A","According to Acts, chapter 15, verse 7, who got up and addressed them?","Peter","Acts 15:7",Acts,15,"7",7,
"Set #1  all questions",1,1812,"A","According to Acts, chapter 15, verse 7, who might hear from my lips the message of the gospel and believe?","The Gentiles","Acts 15:7",Acts,15,"7",7,
"Set #1  all questions",1,1813,"G","When did Peter get up and address the apostles and elders?","After much discussion","Acts 15:7",Acts,15,"7",7,
"Set #1  all questions",1,1814,"G","Who made a choice among the apostles and elders some time ago that the Gentiles might hear from Peter's lips the message of the gospel and believe?","God","Acts 15:7",Acts,15,"7",7,
"Set #1  all questions",1,1815,"G","Who got up and addressed the apostles and elders after much discussion?","Peter","Acts 15:7",Acts,15,"7",7,
"Set #1  all questions",1,1816,"G","When did God make a choice among the apostles and elders that the Gentiles might hear from Peter's lips the message of the gospel and believe?","Some time ago","Acts 15:7",Acts,15,"7",7,
"Set #1  all questions",1,1817,"Q","Quote Acts, chapter 15, verses 8 through 9.","""God, who knows the heart, showed that he accepted them by giving the Holy Spirit to them, just as he did to us. He did not discriminate between us and them, for he purified their hearts by faith.""","Acts 15:8-9",Acts,15,"8-9",8,
"Set #1  all questions",1,1818,"X","In Acts, chapter 15, whom did God accept?","The Gentiles","Acts 15:8",Acts,15,"8",8,
"Set #1  all questions",1,1819,"A","According to Acts, chapter 15, verse 8, whom did God give to them?","The Holy Spirit","Acts 15:8",Acts,15,"8",8,
"Set #1  all questions",1,1820,"A","According to Acts, chapter 15, verse 8, what does God know?","The heart","Acts 15:8",Acts,15,"8",8,
"Set #1  all questions",1,1821,"G","Who showed that he accepted the Gentiles by giving the Holy Spirit to them?","God","Acts 15:8",Acts,15,"8",8,
"Set #1  all questions",1,1822,"G","Who knows the heart?","God","Acts 15:8",Acts,15,"8",8,
"Set #1  all questions",1,1823,"G","Whom did God accept by giving the Holy Spirit to them?","The Gentiles","Acts 15:8",Acts,15,"8",8,
"Set #1  all questions",1,1824,"A","According to Acts, chapter 15, verse 9, what did he purify?","Their hearts","Acts 15:9",Acts,15,"9",9,
"Set #1  all questions",1,1825,"G","How did God purify the Gentiles' hearts?","By faith","Acts 15:9",Acts,15,"9",9,
"Set #1  all questions",1,1826,"G","Who purified the Gentiles' hearts by faith?","God","Acts 15:9",Acts,15,"9",9,
"Set #1  all questions",1,1827,"G","Who did not discriminate between us and the Gentiles?","God","Acts 15:9",Acts,15,"9",9,
"Set #1  all questions",1,1828,"G","Whose hearts did God purify by faith?","The Gentiles'","Acts 15:9",Acts,15,"9",9,
"Set #1  all questions",1,1829,"S","Situation question: who said it, and to whom: ""Now then, why do you try to test God by putting on the necks of Gentiles a yoke that neither we nor our ancestors have been able to bear?""","Peter said it to the apostles and elders","Acts 15:10",Acts,15,"10",10,
"Set #1  all questions",1,1830,"A","According to Acts, chapter 15, verse 10, whom do you try to test?","God","Acts 15:10",Acts,15,"10",10,
"Set #1  all questions",1,1831,"Q","Quote Acts, chapter 15, verse 11.","""No! We believe it is through the grace of our Lord Jesus that we are saved, just as they are.""""","Acts 15:11",Acts,15,"11",11,
"Set #1  all questions",1,1832,"S","Situation question: who said it, and to whom: ""No! We believe it is through the grace of our Lord Jesus that we are saved, just as they are.""?","Peter said it to the apostles and elders","Acts 15:11",Acts,15,"11",11,
"Set #1  all questions",1,1833,"Q","Quote Acts, chapter 15, verse 11.","""No! We believe it is through the grace of our Lord Jesus that we are saved, just as they are.""""","Acts 15:11",Acts,15,"11",11,
"Set #1  all questions",1,1834,"G","Among whom had God done signs and wonders through Barnabas and Paul?","The Gentiles","Acts 15:12",Acts,15,"12",12,
"Set #1  all questions",1,1835,"A","According to Acts, chapter 15, verse 12, what had God done among the Gentiles through Barnabas and Paul?","Signs and wonders","Acts 15:12",Acts,15,"12",12,
"Set #1  all questions",1,1836,"A","According to Acts, chapter 15, verse 12, what did the whole assembly become?","Silent","Acts 15:12",Acts,15,"12",12,
"Set #1  all questions",1,1837,"G","Through whom had God done signs and wonders among the Gentiles?","Barnabas and Paul","Acts 15:12",Acts,15,"12",12,
"Set #1  all questions",1,1838,"G","Who had done signs and wonders among the Gentiles through Barnabas and Paul?","God","Acts 15:12",Acts,15,"12",12,
"Set #1  all questions",1,1839,"G","Who became silent as they listened to Barnabas and Paul telling about the signs and wonders God had done among the Gentiles through them?","The whole assembly","Acts 15:12",Acts,15,"12",12,
"Set #1  all questions",1,1840,"A","According to Acts, chapter 15, verse 13, who spoke up?","James","Acts 15:13",Acts,15,"13",13,
"Set #1  all questions",1,1841,"G","Who first intervened to choose a people for his name from the Gentiles?","God","Acts 15:14",Acts,15,"14",14,
"Set #1  all questions",1,1842,"G","Who has described to us how God first intervened to choose a people for his name from the Gentiles?","Simon [OR Peter]","Acts 15:14",Acts,15,"14",14,
"Set #1  all questions",1,1843,"G","From whom did God choose a people for his name?","The Gentiles","Acts 15:14",Acts,15,"14",14,
"Set #1  all questions",1,1844,"X","From what Old Testament book does the following quotation come: ""After this I will return and rebuild David's fallen tent.""?","Amos","Acts 15:16",Acts,15,"16",16,
"Set #1  all questions",1,1845,"X","From what Old Testament book does the following quotation come: ""Its ruins I will rebuild, and I will restore it, that the rest of mankind may seek the Lord, even all the Gentiles who bear my name, says the Lord, who does these things.""?","Amos","Acts 15:16-17",Acts,15,"16-17",16,
"Set #1  all questions",1,1846,"A","According to Acts, chapter 15, verse 16, when will I return and rebuild David's fallen tent?","After this","Acts 15:16",Acts,15,"16",16,
"Set #1  all questions",1,1847,"G","Whose fallen tent will I rebuild?","David's","Acts 15:16",Acts,15,"16",16,
"Set #1  all questions",1,1848,"G","Whom may the rest of mankind seek?","The Lord","Acts 15:17",Acts,15,"17",17,
"Set #1  all questions",1,1849,"A","According to Acts, chapter 15, verse 17, who does these things?","The Lord","Acts 15:17",Acts,15,"17",17,
"Set #1  all questions",1,1850,"Q","Quote Acts, chapter 15, verse 19.","""""It is my judgment, therefore, that we should not make it difficult for the Gentiles who are turning to God.""","Acts 15:19",Acts,15,"19",19,
"Set #1  all questions",1,1851,"G","What should we not make it for the Gentiles who are turning to God?","Difficult","Acts 15:19",Acts,15,"19",19,
"Set #1  all questions",1,1852,"G","To whom should we write, telling them to abstain from food polluted by idols, from sexual immorality, from the meat of strangled animals and from blood?","The Gentiles","Acts 15:20",Acts,15,"20",20,
"Set #1  all questions",1,1853,"G","Where is the law of Moses read on every Sabbath?","In the synagogues","Acts 15:21",Acts,15,"21",21,
"Set #1  all questions",1,1854,"A","According to Acts, chapter 15, verse 22, what was Judas called?","Barsabbas","Acts 15:22",Acts,15,"22",22,
"Set #1  all questions",1,1855,"A","According to Acts, chapter 15, verse 22, who was called Barsabbas?","Judas","Acts 15:22",Acts,15,"22",22,
"Set #1  all questions",1,1856,"G","Among whom were Judas and Silas leaders?","The believers","Acts 15:22",Acts,15,"22",22,
"Set #1  all questions",1,1857,"X","How will Judas and Silas confirm what the apostles and elders are writing?","By word of mouth","Acts 15:27",Acts,15,"27",27,
"Set #1  all questions",1,1858,"A","According to Acts, chapter 15, verse 30, whom did the men gather together?","The church","Acts 15:30",Acts,15,"30",30,
"Set #1  all questions",1,1859,"A","According to Acts, chapter 15, verse 30, what did they deliver?","The letter","Acts 15:30",Acts,15,"30",30,
"Set #1  all questions",1,1860,"A","According to Acts, chapter 15, verse 30, who went down to Antioch?","The men","Acts 15:30",Acts,15,"30",30,
"Set #1  all questions",1,1861,"A","According to Acts, chapter 15, verse 30, who were sent off?","The men","Acts 15:30",Acts,15,"30",30,
"Set #1  all questions",1,1862,"G","Where did the men gather the church together and deliver the letter?","Antioch","Acts 15:30",Acts,15,"30",30,
"Set #1  all questions",1,1863,"A","According to Acts, chapter 15, verse 31, who were glad?","The people","Acts 15:31",Acts,15,"31",31,
"Set #1  all questions",1,1864,"X","In Acts, chapter 15, who were prophets?","Judas and Silas","Acts 15:32",Acts,15,"32",32,
"Set #1  all questions",1,1865,"X","In Acts, chapter 15, who encouraged and strengthened the believers?","Judas and Silas","Acts 15:32",Acts,15,"32",32,
"Set #1  all questions",1,1866,"A","According to Acts, chapter 15, verse 32, what were Judas and Silas themselves?","Prophets","Acts 15:32",Acts,15,"32",32,
"Set #1  all questions",1,1867,"G","What did Judas and Silas say to encourage and strengthen the believers?","Much","Acts 15:32",Acts,15,"32",32,
"Set #1  all questions",1,1868,"A","According to Acts, chapter 15, verse 33, by whom were they sent off?","The believers","Acts 15:33",Acts,15,"33",33,
"Set #1  all questions",1,1869,"G","By whom were Judas and Silas sent off with the blessing of peace to return to those who had sent them?","The believers","Acts 15:33",Acts,15,"33",33,
